Job_ID,Job_Role,Company,Location,Phone_Number,Employment_Type,Experience_Required,Education_Level,Industry,Remote_Type,Skills_Required,Salary_LPA,Company_Rating,Applicants_Count,Post_Days_Ago
4170,Data Scientist,Flipkart,Gurgaon,6675221503,Contract,8+ years,Bachelors,AI,Hybrid,"Machine Learning, Kubernetes, JavaScript, Power BI",18,4.1,407,25
4171,Business Analyst,IBM,Gurgaon,8955760124,Part-Time,1-3 years,Masters,IT Services,Hybrid,"AWS, React, Python, Kubernetes",28,4.4,100,8
4172,Software Engineer,Cognizant,Pune,7340175472,Part-Time,0-1 years,Masters,Cloud,Hybrid,"Machine Learning, PyTorch, Pandas, Java",37,4.1,221,3
4173,Data Scientist,Cognizant,Pune,9537676237,Part-Time,3-5 years,PhD,FinTech,Hybrid,"Node.js, Kubernetes, Tableau, AWS",30,5.0,209,10
4174,Frontend Developer,SAP,Bangalore,7768164142,Part-Time,1-3 years,Bachelors,E-commerce,Remote,"TensorFlow, SQL, Power BI, Node.js",6,4.1,658,11
4175,Business Analyst,Capgemini,Mumbai,6951884591,Part-Time,0-1 years,Bachelors,Cloud,On-site,"AWS, Tableau, PyTorch, Node.js",11,3.8,625,18
4176,Product Manager,Oracle,Delhi,7735624843,Part-Time,0-1 years,Masters,Cloud,On-site,"Tableau, Python, SQL, JavaScript",38,3.5,285,10
4177,Frontend Developer,Google,Delhi,9600843861,Full-Time,3-5 years,PhD,Software,On-site,"Tableau, Kubernetes, Python, Node.js",33,3.7,200,24
4178,Backend Developer,Flipkart,Coimbatore,7319669683,Part-Time,0-1 years,Masters,Software,On-site,"SQL, Power BI, Java, AWS",34,4.9,104,3
4179,Backend Developer,Freshworks,Chennai,9779847568,Internship,0-1 years,Bachelors,AI,On-site,"AWS, Machine Learning, PyTorch, Python",8,3.9,95,11
4180,Data Analyst,Google,Gurgaon,8046128417,Part-Time,1-3 years,PhD,IT Services,On-site,"Power BI, Machine Learning, Python, PyTorch",32,4.7,516,27
4181,Frontend Developer,Amazon,Delhi,6970726366,Part-Time,5-8 years,Masters,Healthcare,Remote,"React, AWS, Python, Java",30,4.2,525,27
4182,DevOps Engineer,Google,Ahmedabad,7495928386,Part-Time,5-8 years,Masters,Software,Hybrid,"Docker, SQL, Pandas, PyTorch",9,4.1,231,28
4183,Machine Learning Engineer,Infosys,Hyderabad,7793634852,Part-Time,8+ years,Masters,AI,Remote,"Node.js, Tableau, Java, Kubernetes",16,3.3,734,22
4184,Data Analyst,IBM,Noida,8734010392,Part-Time,1-3 years,Bachelors,IT Services,Hybrid,"Docker, PyTorch, JavaScript, Pandas",21,3.6,130,18
4185,Business Analyst,Freshworks,Coimbatore,7618139487,Contract,1-3 years,Masters,FinTech,Remote,"Machine Learning, Pandas, React, Kubernetes",27,3.8,200,20
4186,Full Stack Developer,Infosys,Bangalore,6823413071,Full-Time,1-3 years,PhD,IT Services,On-site,"Pandas, Kubernetes, SQL, PyTorch",38,3.8,599,10
4187,DevOps Engineer,Zoho,Ahmedabad,7214634740,Part-Time,0-1 years,Masters,Software,On-site,"Pandas, SQL, Python, Docker",5,3.3,314,24
4188,Machine Learning Engineer,Freshworks,Kolkata,8242859781,Internship,0-1 years,Bachelors,IT Services,Remote,"SQL, Kubernetes, Java, AWS",7,4.2,711,9
4189,Data Analyst,Accenture,Chennai,9908463653,Full-Time,8+ years,PhD,AI,On-site,"Python, Docker, TensorFlow, Machine Learning",22,4.5,279,11
4190,Cloud Engineer,SAP,Kolkata,9561920810,Part-Time,8+ years,Bachelors,FinTech,Hybrid,"AWS, PyTorch, Python, Java",10,3.6,22,16
4191,AI Engineer,Wipro,Gurgaon,6633030285,Part-Time,1-3 years,Bachelors,FinTech,On-site,"TensorFlow, SQL, React, Java",7,4.4,294,9
4192,Full Stack Developer,Flipkart,Kolkata,9654093493,Contract,3-5 years,Masters,Software,Remote,"PyTorch, Java, SQL, Docker",11,5.0,116,11
4193,Cloud Engineer,Freshworks,Noida,7239930807,Part-Time,1-3 years,Masters,Software,Hybrid,"SQL, Kubernetes, AWS, PyTorch",33,3.2,511,29
4194,Machine Learning Engineer,Amazon,Chennai,9793820834,Full-Time,0-1 years,Bachelors,AI,Remote,"AWS, Tableau, TensorFlow, JavaScript",32,4.3,341,30
4195,Full Stack Developer,Flipkart,Chennai,6427543353,Part-Time,1-3 years,Bachelors,Healthcare,On-site,"Tableau, PyTorch, Node.js, React",32,3.7,324,25
4196,Business Analyst,Wipro,Pune,8686513822,Contract,8+ years,PhD,AI,Remote,"Python, Power BI, Tableau, SQL",13,3.7,526,22
4197,Frontend Developer,Microsoft,Delhi,7010832457,Full-Time,3-5 years,PhD,FinTech,On-site,"SQL, TensorFlow, PyTorch, Node.js",38,4.4,377,4
4198,AI Engineer,Wipro,Ahmedabad,8233267447,Part-Time,8+ years,PhD,Cloud,Hybrid,"TensorFlow, Node.js, SQL, Power BI",30,4.6,692,3
4199,Full Stack Developer,Microsoft,Delhi,9898899211,Internship,3-5 years,Masters,Healthcare,Remote,"Machine Learning, Power BI, Tableau, Kubernetes",35,4.4,83,14
4200,Product Manager,Zoho,Mumbai,7449378502,Contract,8+ years,PhD,Software,On-site,"Pandas, TensorFlow, Python, PyTorch",24,3.9,395,24
4201,Machine Learning Engineer,Flipkart,Hyderabad,8782084840,Internship,0-1 years,PhD,Software,Hybrid,"Tableau, Machine Learning, Python, JavaScript",26,4.2,343,6
4202,Machine Learning Engineer,Accenture,Delhi,8899351860,Contract,5-8 years,PhD,Healthcare,On-site,"Kubernetes, Java, Node.js, Machine Learning",38,3.4,172,29
4203,Frontend Developer,Microsoft,Noida,6846128721,Contract,3-5 years,Masters,Cloud,On-site,"PyTorch, Pandas, AWS, SQL",39,4.6,135,28
4204,Backend Developer,TCS,Mumbai,6848918606,Part-Time,3-5 years,Bachelors,FinTech,Hybrid,"Machine Learning, JavaScript, Docker, Kubernetes",19,4.9,468,17
4205,Data Analyst,Wipro,Noida,6423045766,Full-Time,0-1 years,Masters,Software,Remote,"PyTorch, Python, AWS, React",18,4.6,247,6
4206,Frontend Developer,Oracle,Hyderabad,7594272849,Full-Time,3-5 years,Masters,IT Services,Remote,"JavaScript, Pandas, Kubernetes, Node.js",10,3.1,589,20
4207,Backend Developer,Google,Bangalore,9438508523,Full-Time,5-8 years,Bachelors,FinTech,Remote,"SQL, AWS, React, JavaScript",29,3.7,647,3
4208,DevOps Engineer,Infosys,Chennai,6582631016,Internship,3-5 years,Bachelors,Healthcare,Hybrid,"SQL, Docker, Pandas, AWS",8,4.7,456,12
4209,DevOps Engineer,Infosys,Mumbai,8150059428,Internship,8+ years,PhD,AI,On-site,"Node.js, Java, Docker, Pandas",33,3.3,454,6
4210,Machine Learning Engineer,Capgemini,Gurgaon,6452920617,Part-Time,0-1 years,Masters,Software,On-site,"Java, AWS, Node.js, Python",40,5.0,177,9
4211,Product Manager,IBM,Pune,6514371358,Full-Time,1-3 years,PhD,AI,Hybrid,"Kubernetes, Java, JavaScript, React",31,4.3,22,20
4212,AI Engineer,SAP,Noida,6612939135,Internship,8+ years,Bachelors,Software,Hybrid,"Power BI, PyTorch, Python, React",22,3.1,246,21
4213,Frontend Developer,Amazon,Mumbai,6640694527,Full-Time,5-8 years,Bachelors,Software,Hybrid,"Kubernetes, React, SQL, Pandas",30,3.7,198,25
4214,Data Scientist,SAP,Noida,7076869370,Full-Time,5-8 years,Masters,IT Services,On-site,"PyTorch, Pandas, Machine Learning, Power BI",9,3.3,768,28
4215,Machine Learning Engineer,Infosys,Ahmedabad,7324595874,Contract,3-5 years,Bachelors,AI,On-site,"Pandas, Docker, Tableau, Node.js",39,4.1,151,28
4216,Cloud Engineer,Capgemini,Pune,8826720450,Internship,8+ years,Bachelors,Cloud,On-site,"PyTorch, SQL, Power BI, Python",32,3.4,392,17
4217,Backend Developer,Google,Chennai,8714454443,Internship,3-5 years,PhD,IT Services,Remote,"PyTorch, TensorFlow, Node.js, Machine Learning",34,3.1,671,1
4218,Data Scientist,Amazon,Hyderabad,8940201516,Part-Time,5-8 years,Bachelors,Cloud,Hybrid,"PyTorch, TensorFlow, Tableau, Docker",31,4.6,170,20
4219,Data Analyst,Flipkart,Kolkata,9738414686,Internship,0-1 years,Masters,IT Services,On-site,"Java, Machine Learning, SQL, Docker",17,4.8,98,26
4220,Machine Learning Engineer,Zoho,Pune,7123971827,Part-Time,3-5 years,Bachelors,Healthcare,Hybrid,"Docker, React, Pandas, TensorFlow",19,3.3,147,30
4221,Product Manager,Google,Gurgaon,6464300557,Contract,1-3 years,Masters,FinTech,Remote,"TensorFlow, React, Python, Docker",34,4.9,565,30
4222,Product Manager,SAP,Chennai,6931986404,Internship,5-8 years,Masters,FinTech,Hybrid,"Docker, Power BI, TensorFlow, Pandas",14,4.0,686,20
4223,Cloud Engineer,Accenture,Pune,8879274168,Internship,0-1 years,Bachelors,Healthcare,Hybrid,"Power BI, Docker, Pandas, Node.js",18,4.1,682,24
4224,Full Stack Developer,SAP,Delhi,8431405154,Internship,3-5 years,PhD,IT Services,Hybrid,"Docker, Pandas, TensorFlow, SQL",32,3.7,337,17
4225,Cloud Engineer,Infosys,Gurgaon,7765818599,Internship,1-3 years,Masters,FinTech,Remote,"Python, Power BI, PyTorch, Java",5,4.9,206,21
4226,Software Engineer,Microsoft,Gurgaon,9105985771,Internship,1-3 years,PhD,Healthcare,Remote,"Node.js, PyTorch, AWS, Kubernetes",18,3.7,468,7
4227,Backend Developer,Freshworks,Hyderabad,9788699944,Internship,5-8 years,Masters,Healthcare,On-site,"Power BI, React, Tableau, SQL",31,3.0,553,5
4228,Business Analyst,Infosys,Hyderabad,6866304484,Internship,8+ years,PhD,Healthcare,On-site,"TensorFlow, JavaScript, Machine Learning, React",7,4.6,185,16
4229,Software Engineer,Oracle,Bangalore,7116575841,Part-Time,1-3 years,Bachelors,FinTech,On-site,"Pandas, Java, JavaScript, Machine Learning",23,3.8,691,4
4230,Product Manager,Freshworks,Gurgaon,6493123510,Full-Time,8+ years,Masters,IT Services,Hybrid,"React, JavaScript, Python, AWS",5,4.0,789,21
4231,Full Stack Developer,Accenture,Hyderabad,9219038079,Contract,0-1 years,Masters,Cloud,Hybrid,"SQL, Kubernetes, Node.js, Docker",38,4.2,269,12
4232,Business Analyst,Zoho,Delhi,8701615112,Full-Time,5-8 years,PhD,AI,Remote,"TensorFlow, Machine Learning, Python, SQL",30,4.1,68,15
4233,Software Engineer,Flipkart,Kolkata,8659599130,Full-Time,0-1 years,Masters,Cloud,Remote,"TensorFlow, Tableau, Kubernetes, Power BI",15,3.2,194,13
4234,AI Engineer,Cognizant,Delhi,6964038730,Part-Time,0-1 years,PhD,Healthcare,Hybrid,"Pandas, AWS, Docker, Python",27,4.8,685,2
4235,Machine Learning Engineer,Freshworks,Noida,7280738949,Full-Time,5-8 years,PhD,AI,Remote,"Tableau, Machine Learning, PyTorch, Python",11,3.1,377,26
4236,Full Stack Developer,Microsoft,Ahmedabad,6404352396,Contract,0-1 years,Masters,FinTech,Hybrid,"Python, React, TensorFlow, PyTorch",25,4.6,771,16
4237,Machine Learning Engineer,Wipro,Pune,8630617663,Internship,0-1 years,Masters,AI,Remote,"AWS, Java, Kubernetes, Tableau",34,3.3,275,20
4238,Machine Learning Engineer,Accenture,Hyderabad,9592252938,Internship,5-8 years,PhD,FinTech,On-site,"JavaScript, Tableau, AWS, Node.js",17,4.8,115,30
4239,Machine Learning Engineer,Capgemini,Bangalore,6918272579,Full-Time,5-8 years,PhD,Software,Hybrid,"JavaScript, Pandas, SQL, PyTorch",22,3.3,220,21
4240,Product Manager,Oracle,Ahmedabad,9154618478,Full-Time,3-5 years,Masters,IT Services,Remote,"Node.js, Kubernetes, SQL, React",14,4.3,484,12
4241,Cloud Engineer,Capgemini,Ahmedabad,6683073858,Internship,5-8 years,PhD,AI,Remote,"Pandas, Machine Learning, Node.js, PyTorch",22,4.5,257,6
4242,Backend Developer,Google,Gurgaon,6771725588,Part-Time,0-1 years,PhD,Healthcare,Hybrid,"TensorFlow, Docker, AWS, Java",30,3.9,408,20
4243,Software Engineer,Amazon,Pune,7352676198,Part-Time,0-1 years,Masters,Healthcare,Remote,"Docker, Power BI, JavaScript, Kubernetes",16,4.3,226,15
4244,Data Scientist,Oracle,Ahmedabad,7590909390,Part-Time,1-3 years,Masters,Healthcare,Remote,"Python, Node.js, Java, PyTorch",5,3.4,544,14
4245,Full Stack Developer,IBM,Chennai,9993586861,Internship,3-5 years,PhD,FinTech,Hybrid,"Kubernetes, PyTorch, Pandas, TensorFlow",11,4.6,224,2
4246,Data Analyst,Zoho,Delhi,8231067253,Internship,8+ years,Masters,FinTech,Remote,"TensorFlow, PyTorch, Node.js, AWS",22,3.0,643,4
4247,Data Analyst,Capgemini,Bangalore,6113768499,Contract,0-1 years,Masters,Cloud,Remote,"React, AWS, Tableau, Node.js",39,4.1,605,26
4248,Backend Developer,Infosys,Coimbatore,9301208025,Part-Time,1-3 years,PhD,Healthcare,On-site,"React, PyTorch, Kubernetes, Docker",6,4.4,567,26
4249,Full Stack Developer,Capgemini,Gurgaon,8877954654,Part-Time,5-8 years,Bachelors,Healthcare,Remote,"React, Java, Tableau, Python",4,3.2,279,20
4250,Data Analyst,Oracle,Kolkata,8290916026,Part-Time,5-8 years,Bachelors,IT Services,Hybrid,"PyTorch, JavaScript, SQL, Java",35,4.8,584,25
4251,Cloud Engineer,Cognizant,Coimbatore,8727247138,Full-Time,5-8 years,Masters,Healthcare,On-site,"TensorFlow, Kubernetes, Python, Docker",17,3.7,394,17
4252,Data Analyst,Accenture,Delhi,6050664578,Full-Time,3-5 years,Masters,E-commerce,Remote,"Kubernetes, React, Power BI, Java",28,4.1,441,10
4253,Product Manager,Microsoft,Delhi,8639085011,Internship,0-1 years,Bachelors,IT Services,Remote,"PyTorch, React, Python, AWS",39,3.3,553,8
4254,Product Manager,TCS,Gurgaon,7170970861,Part-Time,0-1 years,PhD,AI,On-site,"JavaScript, Pandas, TensorFlow, Python",32,3.8,146,7
4255,Full Stack Developer,TCS,Delhi,7587265915,Full-Time,3-5 years,Masters,IT Services,Hybrid,"Pandas, SQL, Docker, AWS",14,3.6,538,1
4256,Backend Developer,Amazon,Noida,8889431761,Part-Time,3-5 years,PhD,E-commerce,Remote,"TensorFlow, Kubernetes, Java, Docker",9,3.0,514,15
4257,Backend Developer,Oracle,Ahmedabad,9390183131,Full-Time,1-3 years,Bachelors,E-commerce,Remote,"Tableau, PyTorch, SQL, Power BI",19,4.8,681,2
4258,Product Manager,Capgemini,Pune,6542864600,Contract,3-5 years,PhD,Software,On-site,"SQL, TensorFlow, JavaScript, Tableau",17,4.4,444,19
4259,Software Engineer,Oracle,Pune,9015202028,Contract,8+ years,Masters,FinTech,On-site,"React, Docker, Kubernetes, Java",27,3.5,214,30
4260,DevOps Engineer,IBM,Noida,7028245215,Part-Time,3-5 years,Masters,Software,On-site,"Python, React, PyTorch, Docker",8,3.6,766,16
4261,Machine Learning Engineer,Amazon,Kolkata,9576442103,Contract,3-5 years,Bachelors,IT Services,Remote,"Pandas, PyTorch, AWS, Machine Learning",15,4.7,287,17
4262,Software Engineer,Cognizant,Delhi,9602143025,Part-Time,1-3 years,Masters,Software,On-site,"JavaScript, Pandas, Python, Docker",6,4.7,530,10
4263,DevOps Engineer,Flipkart,Kolkata,9725869141,Full-Time,8+ years,Bachelors,Cloud,Hybrid,"Java, Docker, Machine Learning, Tableau",20,4.6,280,28
4264,Cloud Engineer,Freshworks,Coimbatore,6581734778,Contract,8+ years,PhD,IT Services,Hybrid,"Kubernetes, SQL, Python, Java",34,3.6,570,12
4265,AI Engineer,Microsoft,Kolkata,6497638080,Full-Time,0-1 years,Masters,Software,On-site,"Docker, Power BI, TensorFlow, SQL",21,5.0,272,15
4266,DevOps Engineer,Wipro,Gurgaon,8053227207,Internship,3-5 years,Masters,IT Services,Hybrid,"Tableau, AWS, PyTorch, JavaScript",19,3.9,411,5
4267,DevOps Engineer,SAP,Kolkata,6929263464,Contract,3-5 years,Masters,Healthcare,Hybrid,"Power BI, Docker, Java, PyTorch",24,4.7,474,26
4268,Data Scientist,Zoho,Coimbatore,9986128062,Contract,5-8 years,PhD,IT Services,On-site,"React, JavaScript, Kubernetes, Pandas",36,4.1,374,2
4269,Data Analyst,TCS,Chennai,8786532657,Full-Time,3-5 years,Bachelors,IT Services,Remote,"TensorFlow, AWS, Power BI, JavaScript",23,3.7,396,12
4270,Software Engineer,IBM,Mumbai,9973460347,Internship,5-8 years,Masters,FinTech,Hybrid,"Machine Learning, React, Node.js, Pandas",34,4.8,711,11
4271,DevOps Engineer,Wipro,Noida,9436646254,Contract,1-3 years,Masters,Software,On-site,"Node.js, Docker, TensorFlow, Tableau",33,4.5,613,24
4272,Software Engineer,Amazon,Gurgaon,7842789368,Part-Time,3-5 years,Bachelors,AI,Hybrid,"TensorFlow, JavaScript, Pandas, Node.js",9,3.6,617,12
4273,AI Engineer,Freshworks,Pune,8046560681,Part-Time,5-8 years,Bachelors,E-commerce,Hybrid,"Python, Node.js, PyTorch, SQL",8,4.8,617,17
4274,Backend Developer,Amazon,Kolkata,9585668782,Part-Time,3-5 years,Bachelors,IT Services,On-site,"JavaScript, Java, Python, Docker",26,4.5,782,18
4275,Software Engineer,SAP,Noida,6278909327,Internship,5-8 years,PhD,Healthcare,Remote,"TensorFlow, Power BI, Tableau, React",36,4.4,706,1
4276,Frontend Developer,Oracle,Coimbatore,8649566765,Contract,3-5 years,Masters,E-commerce,On-site,"Kubernetes, Java, Python, SQL",34,3.1,307,19
4277,AI Engineer,Microsoft,Ahmedabad,6171616782,Full-Time,0-1 years,Bachelors,IT Services,On-site,"JavaScript, Python, Machine Learning, TensorFlow",29,4.5,188,5
4278,Data Scientist,TCS,Chennai,7564850185,Part-Time,3-5 years,PhD,AI,On-site,"AWS, Python, Docker, TensorFlow",13,3.7,431,3
4279,Product Manager,Google,Mumbai,8036930505,Full-Time,1-3 years,Bachelors,IT Services,Hybrid,"Java, Power BI, JavaScript, Docker",20,3.8,778,4
4280,Cloud Engineer,Flipkart,Hyderabad,9706296578,Full-Time,3-5 years,PhD,FinTech,Remote,"Power BI, Java, Pandas, Docker",26,4.6,674,7
4281,Backend Developer,TCS,Noida,8693759126,Internship,1-3 years,Masters,Software,Remote,"Python, AWS, Machine Learning, PyTorch",10,4.5,352,20
4282,Software Engineer,Oracle,Coimbatore,6399686161,Contract,5-8 years,Bachelors,FinTech,Hybrid,"SQL, TensorFlow, AWS, React",23,3.7,217,24
4283,Machine Learning Engineer,Amazon,Chennai,9912733736,Part-Time,5-8 years,Bachelors,IT Services,Remote,"AWS, JavaScript, Kubernetes, SQL",14,3.1,35,14
4284,Full Stack Developer,Google,Pune,9242631220,Part-Time,5-8 years,PhD,Cloud,Hybrid,"Power BI, TensorFlow, Pandas, Python",18,4.3,645,15
4285,DevOps Engineer,Capgemini,Bangalore,7501753472,Part-Time,5-8 years,Masters,Healthcare,On-site,"Tableau, SQL, Python, Kubernetes",5,3.1,709,21
4286,Cloud Engineer,Infosys,Kolkata,9616096842,Internship,3-5 years,Bachelors,FinTech,Hybrid,"Python, Tableau, Kubernetes, Machine Learning",24,4.4,426,21
4287,Full Stack Developer,IBM,Delhi,6419332882,Part-Time,8+ years,Masters,IT Services,On-site,"AWS, React, Python, TensorFlow",25,3.8,300,23
4288,AI Engineer,Oracle,Ahmedabad,7992091497,Internship,1-3 years,PhD,E-commerce,On-site,"Pandas, Python, Power BI, Java",36,4.6,195,29
4289,Data Scientist,Capgemini,Mumbai,7745428180,Internship,1-3 years,Masters,E-commerce,Hybrid,"Docker, Tableau, Power BI, JavaScript",29,3.8,93,30
4290,Frontend Developer,Infosys,Kolkata,9299984982,Part-Time,8+ years,Masters,AI,Hybrid,"React, JavaScript, Python, PyTorch",34,3.6,346,3
4291,Backend Developer,Google,Coimbatore,7317767764,Part-Time,0-1 years,Masters,Software,Hybrid,"React, JavaScript, Node.js, AWS",40,4.7,67,20
4292,Full Stack Developer,Freshworks,Mumbai,6136813682,Part-Time,8+ years,PhD,Cloud,Remote,"SQL, Pandas, TensorFlow, Power BI",37,4.9,246,26
4293,Data Scientist,Wipro,Delhi,8190725039,Full-Time,5-8 years,PhD,Software,Remote,"AWS, Power BI, SQL, JavaScript",36,4.8,795,7
4294,Cloud Engineer,Accenture,Delhi,8778961397,Part-Time,1-3 years,PhD,IT Services,Hybrid,"Machine Learning, AWS, Node.js, SQL",31,3.8,408,8
4295,Frontend Developer,Google,Mumbai,6154735057,Part-Time,5-8 years,PhD,E-commerce,Remote,"Node.js, PyTorch, Kubernetes, React",17,4.7,639,5
4296,Data Analyst,Flipkart,Chennai,6349028260,Full-Time,5-8 years,Masters,Software,Hybrid,"Node.js, SQL, React, Java",17,4.7,71,5
4297,Frontend Developer,Amazon,Kolkata,6817901310,Internship,1-3 years,Masters,FinTech,Hybrid,"AWS, JavaScript, Pandas, React",19,4.4,23,27
4298,Data Analyst,Freshworks,Delhi,8479434992,Full-Time,1-3 years,Masters,Cloud,Remote,"AWS, Pandas, Power BI, Java",37,3.6,736,5
4299,Machine Learning Engineer,TCS,Kolkata,9854387195,Part-Time,8+ years,PhD,FinTech,Hybrid,"AWS, JavaScript, PyTorch, Java",4,4.1,416,17
4300,DevOps Engineer,Oracle,Bangalore,9743621443,Internship,1-3 years,Bachelors,IT Services,On-site,"Tableau, Node.js, PyTorch, Pandas",26,4.7,795,26
4301,Data Scientist,Accenture,Bangalore,6658282073,Internship,5-8 years,Bachelors,FinTech,On-site,"Java, React, Tableau, TensorFlow",4,3.0,687,30
4302,Software Engineer,Wipro,Kolkata,6178027385,Full-Time,0-1 years,PhD,FinTech,On-site,"React, PyTorch, JavaScript, Node.js",19,3.1,67,1
4303,DevOps Engineer,SAP,Kolkata,7127780352,Internship,5-8 years,Masters,FinTech,Hybrid,"Kubernetes, Node.js, Docker, JavaScript",34,3.5,166,20
4304,Frontend Developer,Capgemini,Coimbatore,9252630863,Internship,0-1 years,PhD,AI,On-site,"Tableau, Pandas, JavaScript, Machine Learning",40,3.0,371,23
4305,Software Engineer,Microsoft,Kolkata,7458888644,Full-Time,8+ years,Masters,E-commerce,Remote,"JavaScript, Tableau, Kubernetes, Power BI",34,3.7,563,27
4306,Backend Developer,Freshworks,Mumbai,9085923930,Part-Time,3-5 years,Masters,Cloud,Remote,"Docker, Pandas, JavaScript, Machine Learning",6,4.5,30,27
4307,Backend Developer,Wipro,Delhi,9031587186,Contract,0-1 years,PhD,IT Services,Hybrid,"Power BI, TensorFlow, React, Pandas",5,3.1,758,25
4308,Cloud Engineer,Wipro,Gurgaon,8213857824,Part-Time,5-8 years,Masters,FinTech,Hybrid,"Machine Learning, SQL, Docker, Node.js",14,4.6,241,17
4309,DevOps Engineer,Zoho,Gurgaon,6847596754,Contract,8+ years,Masters,Cloud,On-site,"Machine Learning, Pandas, Node.js, Kubernetes",11,4.3,502,2
4310,Data Scientist,TCS,Noida,7414149083,Contract,3-5 years,PhD,AI,On-site,"Tableau, Java, PyTorch, Docker",36,3.7,524,26
4311,DevOps Engineer,Cognizant,Hyderabad,9298839743,Internship,5-8 years,PhD,AI,Remote,"Power BI, Java, PyTorch, Tableau",34,4.9,43,10
4312,Data Analyst,Amazon,Chennai,7464562954,Full-Time,5-8 years,Masters,Software,On-site,"Machine Learning, Pandas, Docker, AWS",31,4.8,602,27
4313,Machine Learning Engineer,Capgemini,Gurgaon,7038342076,Contract,5-8 years,PhD,Healthcare,On-site,"TensorFlow, Power BI, Node.js, SQL",40,4.0,46,26
4314,Full Stack Developer,Oracle,Chennai,7164277212,Internship,0-1 years,PhD,IT Services,Hybrid,"Pandas, Node.js, TensorFlow, SQL",10,3.8,109,20
4315,Frontend Developer,Microsoft,Hyderabad,9294018788,Part-Time,3-5 years,Masters,AI,On-site,"Pandas, JavaScript, AWS, Kubernetes",32,3.3,163,5
4316,Software Engineer,Amazon,Chennai,9891825091,Internship,3-5 years,Bachelors,FinTech,On-site,"Pandas, Java, Python, Machine Learning",27,4.4,249,20
4317,Full Stack Developer,Freshworks,Kolkata,7173087833,Contract,3-5 years,Masters,Healthcare,Hybrid,"Python, JavaScript, Kubernetes, Power BI",37,3.5,443,4
4318,DevOps Engineer,Wipro,Ahmedabad,7070753025,Internship,1-3 years,PhD,Cloud,On-site,"PyTorch, Python, SQL, Node.js",12,4.6,756,19
4319,Data Analyst,Cognizant,Mumbai,6377899220,Part-Time,0-1 years,PhD,E-commerce,Hybrid,"Docker, Python, Java, React",40,3.9,707,22
4320,Cloud Engineer,Oracle,Noida,9793575467,Full-Time,1-3 years,Masters,Software,Hybrid,"Docker, PyTorch, Java, Tableau",38,3.4,268,9
4321,Backend Developer,Freshworks,Delhi,9007063524,Internship,0-1 years,Masters,Cloud,On-site,"Machine Learning, AWS, Node.js, JavaScript",30,3.7,799,17
4322,Full Stack Developer,IBM,Kolkata,9677977679,Full-Time,1-3 years,PhD,E-commerce,Hybrid,"React, JavaScript, Kubernetes, Power BI",29,3.9,392,17
4323,Full Stack Developer,Google,Mumbai,8597283237,Contract,5-8 years,PhD,FinTech,Hybrid,"Kubernetes, Java, Docker, Tableau",40,4.0,301,3
4324,Product Manager,Freshworks,Ahmedabad,9139414872,Part-Time,3-5 years,Bachelors,Healthcare,On-site,"Java, SQL, React, Tableau",28,3.5,67,4
4325,Product Manager,Wipro,Pune,9757158940,Contract,5-8 years,Masters,Software,Hybrid,"Python, AWS, Pandas, Power BI",35,3.3,93,15
4326,Data Analyst,IBM,Delhi,8611020258,Part-Time,8+ years,Bachelors,E-commerce,Hybrid,"Pandas, AWS, TensorFlow, JavaScript",35,4.3,556,25
4327,AI Engineer,IBM,Delhi,8022658554,Full-Time,5-8 years,Bachelors,IT Services,Hybrid,"React, Node.js, PyTorch, Docker",28,4.9,764,29
4328,Software Engineer,Freshworks,Kolkata,7661086250,Contract,0-1 years,Masters,Cloud,Remote,"Docker, JavaScript, Python, Kubernetes",19,4.9,295,25
4329,Backend Developer,Cognizant,Bangalore,8467586754,Contract,3-5 years,PhD,Healthcare,On-site,"Tableau, Power BI, TensorFlow, Python",15,4.8,645,11
4330,Data Scientist,Infosys,Bangalore,6694236561,Full-Time,0-1 years,Masters,Cloud,Remote,"Python, Kubernetes, Pandas, Tableau",19,3.4,365,15
4331,Product Manager,Amazon,Pune,8323113147,Part-Time,8+ years,PhD,AI,Hybrid,"Node.js, AWS, Machine Learning, Power BI",5,3.2,565,18
4332,Full Stack Developer,TCS,Noida,6643940572,Full-Time,0-1 years,Bachelors,Cloud,Remote,"JavaScript, TensorFlow, Machine Learning, PyTorch",37,4.8,136,29
4333,AI Engineer,Accenture,Bangalore,7621661076,Internship,8+ years,Masters,FinTech,On-site,"Python, Pandas, PyTorch, SQL",22,4.8,776,24
4334,Frontend Developer,Cognizant,Kolkata,6789734227,Contract,5-8 years,PhD,Software,Remote,"React, Tableau, PyTorch, Docker",10,4.7,127,17
4335,Data Scientist,Oracle,Chennai,7463498218,Internship,5-8 years,PhD,FinTech,Remote,"Machine Learning, React, Pandas, AWS",29,4.0,215,15
4336,Data Scientist,Wipro,Mumbai,8696043967,Internship,8+ years,PhD,AI,Remote,"Python, PyTorch, JavaScript, TensorFlow",8,3.8,795,1
4337,Cloud Engineer,Freshworks,Pune,7239475112,Full-Time,1-3 years,Bachelors,Cloud,On-site,"Kubernetes, Tableau, Node.js, TensorFlow",15,3.3,599,9
4338,Product Manager,TCS,Bangalore,6774307287,Internship,3-5 years,Masters,E-commerce,Remote,"Tableau, TensorFlow, Pandas, React",19,3.4,535,1
